Date,Asset_Y,Asset_X,Spread,Close,High,Low,EMA_Fast,EMA_Slow,Plus_DI,Minus_DI,ADX,ATR,Signal,Strategy,Daily_PnL,Equity,Position
2023-02-13,160.10087107693622,99.90192962711129,-0.22052512438338567,160.10087107693622,160.9013754323209,159.30036672155154,160.12857095161252,160.10718671124118,0.358375160409054,0.562470933573434,14.507578498457345,1.601282658648257,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-14,160.08282216775928,99.91214480864504,-0.26404483239363685,160.08282216775928,160.88323627859805,159.28240805692047,160.12421392457887,160.10623123894777,0.3583835597996282,0.5880199227099894,14.811476036066805,1.6012451295872776,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-15,160.09010857335048,99.91167943740444,-0.25559805806960867,160.09010857335048,160.89055911621722,159.28965803048374,160.12096579589044,160.1055989775518,0.39105390903365345,0.50244099176034,15.03406372655538,1.6012265781838673,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-16,160.07810420671197,99.89504724711604,-0.22613128965355145,160.07810420671197,160.8784947277455,159.2777136856784,160.11688373977822,160.10452075124437,0.39105930125609534,0.5243682073430846,15.631427877188228,1.6012044992565495,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-17,160.075889880339,99.90001351569808,-0.24072863903862185,160.075889880339,160.87626932974067,159.2755104309373,160.11297956268876,160.1033979719932,0.3017564156784025,0.534209408115682,17.590835455749893,1.6011666094520467,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-20,160.0894124508901,99.88804207255497,-0.19735616136298972,160.0894124508901,160.88985951314453,159.28896538863566,160.11073507585078,160.10284952018523,0.36238731862617035,0.4863419959225271,17.75642916965085,1.601146082514467,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-21,160.06157699131552,99.88582864167856,-0.21967259492731728,160.06157699131552,160.8618848762721,159.26126910635895,160.10605335351408,160.10123098964132,0.3623957462705581,0.5901860548699271,17.964804199133166,1.6011088472821686,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-22,160.0000102752714,99.86430916271864,-0.22758208346408537,160.0000102752714,160.80001032664774,159.20001022389505,160.09595401272907,160.0972615498621,0.24694451126663955,0.8635275333388164,21.536269705460832,1.601009240342415,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-23,159.9921237169782,99.85605876627572,-0.21489688907740856,159.9921237169782,160.79208433556306,159.1921630983933,160.08606541313375,160.09313849759215,0.15431816197424883,0.8986046119861322,26.16732048094364,1.6008892425189802,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-24,160.0116919125471,99.8551429192868,-0.1930450968499713,160.0116919125471,160.8117503721098,159.21163345298436,160.0789822226017,160.0899445138649,0.24207989294764878,0.8846939550453075,29.830109149821123,1.600785469337749,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-27,160.06271515591666,99.86670604564706,-0.17085365293820587,160.06271515591666,160.86302873169623,159.26240158013707,160.0774329781555,160.08887669590615,0.47090258759145454,0.7572436575368418,28.82853572806915,1.6007386494749138,HOLD,Trend Following,0.0,100000.0,0.0
2023-02-28,160.0476351934672,99.86277119418568,-0.17612235460092052,160.0476351934672,160.8478733694345,159.24739701749985,160.0745950938995,160.08725938208502,0.433264336438101,0.8242301449051708,29.96935269781859,1.600675060543249,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-01,160.07144761723436,99.86426373225136,-0.15603146399459433,160.07144761723436,160.8718048553205,159.27109037914818,160.07429533421708,160.0866393128752,0.5167129822265663,0.8242560468127355,30.557346508265454,1.6006247599872268,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-02,160.07697265706545,99.86846053839876,-0.16097084956501817,160.07697265706545,160.87735752035076,159.27658779378012,160.0745503173455,160.08626022833366,0.5415000323266722,0.6838943905409438,29.42749939029252,1.6006009870541098,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-03,160.03280494746016,99.84131709599446,-0.1374583952065791,160.03280494746016,160.83296897219745,159.23264092272285,160.0705745678326,160.0841639428092,0.5415164810281325,0.8383712301205644,29.38100113794562,1.600552368390199,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-06,160.03370376866795,99.83013417763316,-0.10867579503621982,160.03370376866795,160.83387228751127,159.2335352498246,160.06706306315027,160.08218511245073,0.545559705790716,0.758242909521998,28.813031342409655,1.6005172838194202,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-07,160.0441686856257,99.82841315055948,-0.09391962449328162,160.0441686856257,160.8443895290538,159.24394784219757,160.06488264624318,160.08069427218308,0.5598273062723726,0.7582584555264343,28.997891766438084,1.6004844696139031,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-08,160.02697483548397,99.83796914589144,-0.13494064147954532,160.02697483548397,160.82710970966139,159.22683996130655,160.06127237855182,160.07858762760665,0.5598400810967985,0.7813208069043899,29.137293923557177,1.6004479486344556,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-09,160.06444351087228,99.84326105815398,-0.11066695751037514,160.06444351087228,160.86476572842662,159.2641212933179,160.06157439115375,160.07803295636216,0.7279039748118858,0.7714915424284474,27.35875754598514,1.6004397726562647,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-10,160.06106984672442,99.82261073066678,-0.06255055899706008,160.06106984672442,160.86137519595803,159.2607644974908,160.06152633930336,160.07736773637637,0.6672586248305272,0.7864830688751239,26.901362990049712,1.6004195279390043,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-13,160.05406927564118,99.82628451929808,-0.07871145002906133,160.05406927564118,160.85433962201938,159.25379892926298,160.0608161427641,160.07645407124951,0.6672608606750019,0.6939618237525548,25.333406078852484,1.6004141652849515,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-14,160.05504153283826,99.82165531031696,-0.06619660297923247,160.05504153283826,160.85531674050245,159.25476632517407,160.06026617991404,160.07561436386084,0.6716053724866275,0.42054511296168234,23.00935543529552,1.6004534733260718,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-15,160.0635266720218,99.8207250006222,-0.05539180545096656,160.0635266720218,160.8638443053819,159.26320903866167,160.06057670297193,160.0751403367299,0.7096414575791796,0.3855109434295256,20.074297069952134,1.6005044754368194,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-16,160.07982344799566,99.82811386772713,-0.05751862253939066,160.07982344799566,160.8802225652356,159.2794243307557,160.06240972630752,160.0753239881521,0.6949473786329963,0.3854992218333928,18.046399784671856,1.6005531408192826,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-17,160.08681435772175,99.84011187626244,-0.08044385877639115,160.08681435772175,160.88724842951035,159.28638028593315,160.0647339769184,160.07577459088031,0.4974545199421479,0.38549507589007964,17.28677567558571,1.6005703545348564,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-20,160.08426201490377,99.847365292623,-0.10108205825423511,160.08426201490377,160.88468332497828,159.28384070482926,160.06659379005987,160.0761074310381,0.49744638896558163,0.3298622747510956,16.51289593715691,1.6005965165501692,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-21,160.06750562395507,99.8365350862704,-0.09083413151964237,160.06750562395507,160.86784315207484,159.2671680958353,160.06668063138324,160.07577010527015,0.39064990204590166,0.40426653672984586,14.997079826906196,1.6005937008406843,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-22,160.08307783229384,99.8312801715728,-0.06215918245067087,160.08307783229384,160.8834932214553,159.28266244313238,160.0682422695652,160.0760566828005,0.43570969247821534,0.4042654353031333,14.434450328777485,1.600598061680133,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-23,160.10187717792465,99.83656506659874,-0.0565373312790598,160.10187717792465,160.90238656381425,159.30136779203502,160.07144559417085,160.07706925123674,0.5200074264846865,0.2081409375503498,15.957101086631383,1.6006473989876062,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-24,160.10594068458357,99.84421559546584,-0.07154985191328933,160.10594068458357,160.90647038800648,159.30541098116066,160.07473084087684,160.07820146430916,0.5341831643142323,0.20813422822281116,17.92928580510103,1.6006989967846883,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-27,160.11636035665558,99.84087272737187,-0.05279498575134767,160.11636035665558,160.91694215843884,159.3157785548723,160.07869555666528,160.07969789146,0.5339630556580922,0.20812752352971817,19.990235085115707,1.6007505622639948,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-28,160.0721701255829,99.84939314159848,-0.11823023885574457,160.0721701255829,160.87253097621078,159.27180927495496,160.07807408703837,160.07940268495503,0.5339522874378145,0.32798164222065296,20.517537397162,1.6007828446140653,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-29,160.08508385025596,99.84268541537556,-0.08859129547866473,160.08508385025596,160.88550926950722,159.2846584310047,160.0787416835353,160.07962547575116,0.4238338432953983,0.32797862156017593,21.22059991682088,1.600797587713625,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-30,160.02990129882792,99.82909323147392,-0.10988274269871567,160.02990129882792,160.83005080532206,159.2297517923338,160.07409021832507,160.07767550802868,0.4238397378878687,0.5580049465615143,21.61084232419839,1.6007753244651286,HOLD,Trend Following,0.0,100000.0,0.0
2023-03-31,160.043849471752,99.84322455930868,-0.13116998946222225,160.043849471752,160.84406871911074,159.24363022439323,160.07121014722287,160.07634899680215,0.4863916180260427,0.5269261239916323,21.756459084907757,1.6007680246052078,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-03,160.03873910899043,99.85474658272928,-0.16500966454478316,160.03873910899043,160.83893280453537,159.23854541344548,160.06811766739122,160.0748740992409,0.4820350813331356,0.549619279858172,20.58241280961823,1.6007563800167455,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-04,159.99647939363845,99.8438358588376,-0.1800642976911604,159.99647939363845,160.79646179060663,159.19649699667025,160.06129497465287,160.0717997970604,0.4439968669895595,0.7372687850133446,20.241704410760573,1.600708489103614,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-05,160.02718827552252,99.84883075626192,-0.1618098227177711,160.02718827552252,160.8273242169001,159.2270523341449,160.05804671759284,160.07005032562756,0.5086416512142437,0.7372861019797302,19.506745653655763,1.6006708925518487,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-06,160.0092278524643,99.84309315690729,-0.16546396659094853,160.0092278524643,160.8092739917266,159.20918171320199,160.0533973018663,160.06766513060157,0.47730585740932296,0.8170605101136468,20.475928599181582,1.600615473619521,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-07,160.0038447826495,99.83488439194102,-0.1503790887305172,160.0038447826495,160.80386400656275,159.20382555873627,160.04867801432187,160.06516237185835,0.4773229869778889,0.8296594371242809,20.95460498138422,1.6005580327393392,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-10,160.0084654429985,99.83859043989206,-0.15499918455563488,160.0084654429985,160.80850777021348,159.20842311578352,160.0448482456244,160.06293896288346,0.4980599697353284,0.7552739973425499,22.298135064143402,1.6005158611815122,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-11,160.053650087882,99.86235299211808,-0.16906470429375986,160.053650087882,160.8539183383214,159.2533818374426,160.04568651631558,160.06257469327556,0.6308848027468791,0.7552839166007245,22.671766335132236,1.6004948413640758,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-12,160.0571010904198,99.8636293685958,-0.16879625200161286,160.0571010904198,160.85738659587187,159.25681558496768,160.0467736186112,160.06236004218317,0.5620553393924624,0.7552990098499596,20.66026620311837,1.6004628584444305,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-13,160.05326764680714,99.8781803025099,-0.2089113719935085,160.05326764680714,160.85353398504117,159.25300130857312,160.047392097487,160.06200347765864,0.5438420385630023,0.7723402610515485,18.762949418659314,1.6004252348460182,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-14,160.04011734849365,99.85612987937492,-0.1670805728096525,160.04011734849365,160.8403179352361,159.23991676175118,160.04669926424955,160.06114519808355,0.4971224007633745,0.8307661653856355,17.421385227177687,1.600370775554475,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-17,160.02598723957848,99.85329322787364,-0.17413770122900019,160.02598723957848,160.82611717577635,159.2258573033806,160.04472669047135,160.05976645461277,0.49713264795142853,0.6972854846316938,16.911457570729706,1.6003377877787557,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-18,159.99792841681466,99.85534177134656,-0.20730441547061673,159.99792841681466,160.79791805889872,159.19793877473057,160.04026971202785,160.05734143352265,0.43922315388314914,0.8219274392753643,18.168297618445287,1.6002755338977275,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-19,159.9906624922925,99.85620602381134,-0.21672528952535686,159.9906624922925,160.79061580475394,159.19070917983103,160.0355452149102,160.05472657308226,0.4392308467075828,0.6091308096374688,18.34984260269871,1.6002475061787729,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-20,160.0109647029099,99.8497307003478,-0.18027733927766576,160.0109647029099,160.81101952642442,159.21090987939533,160.0332042137673,160.0530104213108,0.4677413740471376,0.6091397508525095,19.001998567428597,1.6002240170581712,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-21,160.00673375935722,99.83557378141782,-0.149209053641556,160.00673375935722,160.806767428154,159.20670009056042,160.0306832181092,160.05119565025382,0.46774805634372485,0.605242595546032,19.449362199873583,1.600201156094148,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-24,159.99900436140766,99.83506954457692,-0.15568117436151852,159.99900436140766,160.7989993832147,159.19900933960062,160.02766618413762,160.04914893304417,0.4677475291566848,0.4518789307763988,17.799263978929222,1.6002029596425547,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-25,159.99426123653973,99.83656423072252,-0.16415118846850874,159.99426123653973,160.7942325427224,159.19428993035703,160.02448476055687,160.0469964743577,0.32999116543902013,0.4729520011196757,17.76021119751602,1.6001794403289946,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-26,160.0147428101823,99.85450708050048,-0.18840878227788949,160.0147428101823,160.81481652423318,159.2146690961314,160.0235569557593,160.0457316247822,0.42187259685432993,0.3931804217139978,16.136751160781948,1.6001833795845073,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-27,160.06553391301296,99.86067784260676,-0.15300401788260842,160.06553391301296,160.865861582578,159.2652062434479,160.02755476121203,160.04650818510498,0.6497083160149517,0.3692615898533357,16.177077032393335,1.6002274432490518,HOLD,Trend Following,0.0,100000.0,0.0
2023-04-28,160.0624092149271,99.85350223785312,-0.1382368767893638,160.0624092149271,160.86272126100172,159.26209716885248,160.03087423299442,160.04713175490193,0.6289650302269899,0.3831301891478029,16.446170566442277,1.6002659745147148,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-01,160.06534534661444,99.84972577034875,-0.12588440298551973,160.06534534661444,160.8656720733475,159.26501861988137,160.03415719619633,160.04784601340046,0.4394417600025667,0.38312818913058666,16.294151991467462,1.600274328270952,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-02,160.09623684071403,99.85658298702808,-0.11209087097481074,160.09623684071403,160.8967180249176,159.29575565651047,160.04006954329324,160.04974369290295,0.5625255340359652,0.3831214966408948,16.601472824463876,1.6003022823783044,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-03,160.0995700577685,99.85562127627738,-0.10635969936751621,160.0995700577685,160.9000679080573,159.29907220747964,160.04573625895756,160.0516976679957,0.5774656102755651,0.36608912756239925,16.961577195530346,1.6003353555289916,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-04,160.09267033041965,99.85447535332244,-0.11040215267112785,160.09267033041965,160.89313368207172,159.29220697876755,160.05020617052537,160.05330443907116,0.5774520654234763,0.338322197014313,17.03203648925805,1.600372893373223,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-05,160.09002171624036,99.85532760852402,-0.11517580209550715,160.09002171624036,160.89047182482153,159.28957160765916,160.05399812726014,160.05474433229347,0.5774355622232417,0.2873254789406484,18.231368980198663,1.6004186322851248,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-08,160.09058260107142,99.8566562152036,-0.11792769965134653,160.09058260107142,160.89103551407675,159.29012968806606,160.0574823628612,160.0561497545985,0.5799273923250081,0.16271506357834073,20.07663960698417,1.6004848138453067,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-09,160.10078540034849,99.86395437787507,-0.125922328647448,160.10078540034849,160.9012893273502,159.30028147334673,160.06160646166953,160.0579001720789,0.6256587288057478,0.13044345206316485,23.59732374604827,1.6005634730653477,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-10,160.10839954350615,99.85932874606505,-0.10677451504832902,160.10839954350615,160.90894154122367,159.3078575457886,160.06606294565398,160.05988053958583,0.568727665818757,0.1304377803175814,27.13712498777705,1.6006330693800603,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-11,160.10702599481297,99.85772043512551,-0.1041378594914022,160.10702599481297,160.907561124787,159.3064908648389,160.06996418843102,160.0617293809673,0.5687022132037169,0.11774508466127866,30.914283142482343,1.6007047066910982,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-12,160.12357872364225,99.85898705331547,-0.09074334933973205,160.12357872364225,160.92419661726044,159.32296083002404,160.07507033464162,160.06415484538593,0.642899371162636,0.08342185301543353,36.29309662347373,1.6007936883784066,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-15,160.09618654482668,99.84180182183988,-0.07528542584705633,160.09618654482668,160.8966674775508,159.29570561210255,160.07708140227828,160.06541099046203,0.642870133551574,0.1839698933080437,38.98565982064876,1.6008664921700415,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-16,160.10017699077426,99.84341364993404,-0.07531395391421825,160.10017699077426,160.90067787572812,159.2996761058204,160.07928098213503,160.06677436302328,0.5688992837516639,0.18396288071381506,42.386334691393685,1.600927516584751,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-17,160.05678807829796,99.84113038407696,-0.11300971202646792,160.05678807829796,160.85707201868942,159.25650413790646,160.0771388008172,160.06638274401445,0.34115291507602885,0.3765846882126238,40.773050365060435,1.6009212695599555,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-18,160.07185913419107,99.83896005234298,-0.09252709464371378,160.07185913419107,160.87221842986202,159.27149983852013,160.07663597542424,160.06659750441352,0.4087301872284318,0.36271134891447987,39.46416535032661,1.600928019502287,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-19,160.07809985040623,99.83850068347446,-0.08514097616608751,160.07809985040623,160.87849034965825,159.2777093511542,160.0767753920892,160.0670485768054,0.4235455550234638,0.36270928485409315,39.52783836974232,1.60093712986214,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-22,160.08250690609754,99.8281319191372,-0.05488017429206593,160.08250690609754,160.882919440628,159.28209437156704,160.07732125056617,160.06765478579726,0.3047917075476588,0.3627115067693432,38.79251816160674,1.6009273227659853,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-23,160.01135587876084,99.81931463928863,-0.10404596714829495,160.01135587876084,160.81141265815464,159.21129909936704,160.07103883420376,160.06544698552133,0.28985694289641906,0.6786054686875451,40.05956483199744,1.600864312638123,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-24,160.05450469950932,99.8202355237239,-0.06319330355785269,160.05450469950932,160.85477722300686,159.25423217601178,160.06946415470907,160.06501787626596,0.4833524603536678,0.6479847079281909,39.23382837823549,1.6008370514731882,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-25,160.04984603184894,99.8189909403257,-0.06474869466245536,160.04984603184894,160.85009526200818,159.2495968016897,160.06759576205573,160.0644229019751,0.4833611251795358,0.6569204011756187,37.9247379067686,1.6008083545557668,HOLD,Trend Following,0.0,100000.0,0.0
2023-05-26,160.0726911642829,99.81944525772518,-0.04303636902690755,160.0726911642829,160.87305462010428,159.2723277084615,160.06808103845833,160.0647471475558,0.5832959593410464,0.656925645554466,34.33597954103054,1.60079557495806,HOLD,Trend Following,0.0,100000.0,0.0
